applicant_id,age,annual_income,employment_years,existing_debt,requested_loan_amount,credit_history_length,num_late_payments_last_2y,dti_ratio,default
APP00385,26,97575.0,0.9,7149.0,39255.0,5,1,0.073,1
APP00386,35,185517.0,2.1,14753.0,57719.0,18,0,0.08,0
APP00387,63,42687.0,2.7,60932.0,27997.0,14,1,1.427,0
APP00388,57,61402.0,1.3,9782.0,52764.0,3,1,0.159,0
APP00389,53,83352.0,3.2,23147.0,53709.0,20,0,0.278,0
APP00390,28,129794.0,5.4,34516.0,64917.0,2,1,0.266,0
APP00391,64,62811.0,1.7,2942.0,11715.0,3,1,0.047,0
APP00392,64,133162.0,9.1,8017.0,49288.0,4,1,0.06,0
APP00393,25,27759.0,14.3,31222.0,62365.0,17,1,1.125,0
APP00394,59,39078.0,2.7,7635.0,28371.0,24,0,0.195,0
APP00395,24,87057.0,5.1,18615.0,26142.0,9,0,0.214,0
APP00396,26,36119.0,4.4,7282.0,23841.0,7,2,0.202,0
APP00397,52,40650.0,3.0,9354.0,19551.0,11,0,0.23,1
APP00398,50,56169.0,2.8,8485.0,54147.0,21,1,0.151,0
APP00399,55,107551.0,0.6,22233.0,142792.0,2,3,0.207,0
APP00400,60,28340.0,3.0,15698.0,26014.0,17,2,0.554,1
APP00401,36,79630.0,5.8,14459.0,27449.0,22,0,0.182,0
APP00402,33,122575.0,2.1,99309.0,36653.0,7,1,0.81,0
APP00403,62,66339.0,9.0,53732.0,13888.0,0,0,0.81,1
APP00404,50,60815.0,4.5,2738.0,23925.0,13,0,0.045,0
APP00405,39,89401.0,7.3,9370.0,35095.0,21,0,0.105,0
APP00406,37,66433.0,2.8,93076.0,21240.0,22,0,1.401,1
APP00407,39,146569.0,3.8,8437.0,74493.0,12,0,0.058,0
APP00408,48,41953.0,5.0,70983.0,16709.0,24,1,1.692,0
APP00409,46,71266.0,2.5,9499.0,62355.0,11,1,0.133,0
APP00410,57,81052.0,7.0,11079.0,87650.0,2,2,0.137,1
APP00411,46,60523.0,2.1,26658.0,45663.0,17,0,0.44,0
APP00412,43,17402.0,11.3,12430.0,33441.0,20,1,0.714,1
APP00413,29,67477.0,1.2,19845.0,42099.0,12,1,0.294,0
APP00414,32,114702.0,4.8,47097.0,27880.0,14,0,0.411,1
APP00415,21,107910.0,1.9,24515.0,10704.0,9,1,0.227,0
APP00416,21,87325.0,1.5,14961.0,20180.0,0,0,0.171,0
APP00417,54,42238.0,1.5,50961.0,36073.0,5,0,1.207,0
APP00418,52,89112.0,0.1,26940.0,20652.0,8,0,0.302,0
APP00419,45,54901.0,1.3,7429.0,28343.0,9,1,0.135,0
APP00420,60,87268.0,6.0,65125.0,48412.0,14,1,0.746,0
APP00421,21,77711.0,5.7,22335.0,39617.0,8,2,0.287,0
APP00422,36,44883.0,1.1,11261.0,68534.0,22,2,0.251,0
APP00423,59,46806.0,4.7,2653.0,43326.0,13,2,0.057,0
APP00424,25,87335.0,1.8,4438.0,44882.0,10,1,0.051,0
APP00425,42,65476.0,0.5,52058.0,23686.0,6,2,0.795,0
APP00426,49,48043.0,6.1,53730.0,16339.0,23,0,1.118,1
APP00427,23,46101.0,6.7,14303.0,28346.0,1,1,0.31,0
APP00428,32,62824.0,2.1,3242.0,23475.0,13,2,0.052,0
APP00429,46,160180.0,7.3,5599.0,32858.0,5,0,0.035,0
APP00430,36,56216.0,3.1,3645.0,19156.0,4,0,0.065,0
APP00431,57,72620.0,3.6,3540.0,60204.0,4,2,0.049,0
APP00432,42,76943.0,3.0,67605.0,23423.0,18,0,0.879,0
APP00433,49,41543.0,1.1,69420.0,29195.0,18,2,1.671,0
APP00434,34,30290.0,2.7,5450.0,35878.0,5,1,0.18,0
APP00435,48,43769.0,1.1,13267.0,71247.0,9,1,0.303,0
APP00436,25,82747.0,4.9,4780.0,104320.0,22,0,0.058,0
APP00437,50,76394.0,5.2,13198.0,108713.0,13,2,0.173,0
APP00438,25,103902.0,0.5,49585.0,16830.0,16,2,0.477,1
APP00439,32,76755.0,5.1,31665.0,29031.0,2,2,0.413,1
APP00440,36,69232.0,3.1,25513.0,25899.0,0,0,0.369,0
APP00441,46,54068.0,0.6,11438.0,45351.0,9,1,0.212,0
APP00442,46,113812.0,3.9,36665.0,43720.0,2,1,0.322,0
APP00443,41,46185.0,2.5,22412.0,25596.0,4,1,0.485,1
APP00444,59,41974.0,1.8,18456.0,24412.0,24,2,0.44,0
APP00445,56,97103.0,1.2,12181.0,19961.0,18,0,0.125,0
APP00446,53,37550.0,4.3,17235.0,7387.0,9,1,0.459,1
APP00447,50,244604.0,3.5,16825.0,16666.0,24,0,0.069,0
APP00448,57,76115.0,3.7,8663.0,61088.0,15,2,0.114,0
APP00449,43,87025.0,7.1,7187.0,87450.0,0,1,0.083,0
APP00450,30,48815.0,8.9,6018.0,81529.0,5,1,0.123,0
APP00451,25,62465.0,0.3,6334.0,62664.0,8,0,0.101,0
APP00452,56,59078.0,4.3,11493.0,19788.0,4,0,0.195,0
APP00453,54,55775.0,2.2,10075.0,17877.0,13,2,0.181,0
APP00454,51,100356.0,4.8,8131.0,12251.0,9,2,0.081,0
APP00455,30,58408.0,1.7,7663.0,25593.0,1,1,0.131,0
APP00456,39,121631.0,11.2,16874.0,38264.0,4,0,0.139,0
APP00457,52,276950.0,5.0,40219.0,19838.0,0,1,0.145,1
APP00458,21,63084.0,2.9,13244.0,47035.0,24,0,0.21,0
APP00459,25,78917.0,7.4,12568.0,53697.0,9,2,0.159,0
APP00460,24,88410.0,1.6,6324.0,27318.0,24,0,0.072,0
APP00461,36,180910.0,5.1,11176.0,16252.0,21,1,0.062,0
APP00462,44,70170.0,2.8,34623.0,83163.0,8,0,0.493,1
APP00463,36,48315.0,3.1,30637.0,37089.0,2,0,0.634,1
APP00464,22,38825.0,14.1,28981.0,116393.0,14,1,0.746,0
APP00465,48,71041.0,4.4,28246.0,38385.0,3,0,0.398,0
APP00466,52,58443.0,1.7,18947.0,40028.0,12,0,0.324,0
APP00467,47,199787.0,3.0,18416.0,20359.0,5,0,0.092,0
APP00468,40,177182.0,1.8,16249.0,28166.0,19,0,0.092,0
APP00469,44,43600.0,2.0,9571.0,14253.0,16,0,0.22,0
APP00470,32,51258.0,3.6,14285.0,16217.0,22,1,0.279,0
APP00471,55,75878.0,1.9,15875.0,56653.0,4,1,0.209,0
APP00472,53,147063.0,7.4,22171.0,30652.0,14,0,0.151,0
APP00473,53,75245.0,2.8,14475.0,28181.0,7,0,0.192,0
APP00474,63,52912.0,3.2,71979.0,23289.0,24,0,1.36,1
APP00475,57,71009.0,2.1,5075.0,28816.0,4,0,0.071,0
APP00476,32,53410.0,1.1,24430.0,71671.0,23,0,0.457,0
APP00477,23,98838.0,1.2,12926.0,39598.0,12,1,0.131,0
APP00478,21,51302.0,3.9,13383.0,17890.0,0,1,0.261,1
APP00479,53,56658.0,2.6,6974.0,67389.0,0,0,0.123,0
APP00480,60,130740.0,4.1,30196.0,102234.0,6,1,0.231,1
APP00481,30,49802.0,6.7,22523.0,48865.0,21,0,0.452,0
APP00482,63,35488.0,1.8,26028.0,61993.0,4,2,0.733,0
APP00483,64,76688.0,12.5,15297.0,75544.0,13,0,0.199,0
APP00484,49,61069.0,1.4,10302.0,13441.0,14,2,0.169,0
APP00485,33,94439.0,1.2,12667.0,111142.0,20,0,0.134,0
APP00486,32,85711.0,6.1,18897.0,70213.0,24,1,0.22,0
APP00487,51,71973.0,3.3,2685.0,48694.0,16,0,0.037,0
APP00488,22,70932.0,1.7,26859.0,33682.0,23,1,0.379,0
APP00489,55,50618.0,1.1,93056.0,16279.0,17,2,1.838,0
APP00490,43,76242.0,1.4,19619.0,29767.0,6,0,0.257,0
APP00491,37,113623.0,3.4,10671.0,47526.0,21,0,0.094,0
APP00492,46,44949.0,8.3,11743.0,18721.0,17,0,0.261,0
APP00493,28,72933.0,0.6,23530.0,34827.0,18,0,0.323,0
APP00494,49,122908.0,3.7,10866.0,17852.0,19,1,0.088,0
APP00495,46,94156.0,5.5,26767.0,28832.0,6,0,0.284,0
APP00496,30,140749.0,2.2,11622.0,16130.0,7,0,0.083,0
APP00497,46,55046.0,8.5,52646.0,15144.0,12,0,0.956,1
APP00498,54,29279.0,4.0,51497.0,44536.0,17,1,1.759,0
APP00499,61,80848.0,5.9,10259.0,25646.0,23,1,0.127,0
APP00500,27,87666.0,5.7,12521.0,27134.0,10,1,0.143,0
APP00501,24,144960.0,7.2,13123.0,24833.0,8,0,0.091,0
APP00502,31,132465.0,2.9,13264.0,186069.0,22,1,0.1,0
APP00503,49,95642.0,9.5,6261.0,52283.0,0,0,0.065,0
APP00504,56,107226.0,3.1,5598.0,55762.0,21,1,0.052,1
APP00505,45,66442.0,2.7,36308.0,22805.0,7,1,0.546,0
APP00506,41,39753.0,2.6,31947.0,49161.0,20,0,0.804,1
APP00507,56,77564.0,2.5,31509.0,31678.0,11,0,0.406,0
APP00508,30,119526.0,2.5,12638.0,22696.0,1,1,0.106,0
APP00509,57,101537.0,3.5,60695.0,115550.0,14,0,0.598,1
APP00510,29,110958.0,3.5,13122.0,51209.0,20,1,0.118,0
APP00511,44,59049.0,3.5,26644.0,49682.0,23,0,0.451,0
APP00512,55,64038.0,2.8,4399.0,20271.0,17,0,0.069,0
APP00513,55,93126.0,5.7,11117.0,16947.0,16,1,0.119,0
APP00514,56,55645.0,3.8,11794.0,35083.0,14,0,0.212,0
APP00515,38,56508.0,4.5,12678.0,25742.0,19,0,0.224,0
APP00516,59,84880.0,1.5,4627.0,52448.0,19,0,0.055,0
APP00517,52,106986.0,1.1,23461.0,54587.0,8,1,0.219,0
APP00518,44,66187.0,5.3,30421.0,37771.0,2,0,0.46,1
APP00519,43,40880.0,5.9,7368.0,59673.0,19,0,0.18,0
APP00520,52,50620.0,1.4,5335.0,40781.0,18,0,0.105,0
APP00521,57,80970.0,1.2,7222.0,21525.0,17,1,0.089,0
APP00522,32,80480.0,7.5,19859.0,32242.0,19,0,0.247,0
APP00523,33,82505.0,2.2,8289.0,39397.0,7,1,0.1,0
APP00524,43,94907.0,1.9,12001.0,63409.0,0,1,0.126,0
APP00525,45,73343.0,1.2,5660.0,41563.0,23,0,0.077,0
APP00526,55,83494.0,1.2,65084.0,25774.0,23,1,0.78,0
APP00527,61,71502.0,12.3,14165.0,64842.0,14,0,0.198,0
APP00528,50,129880.0,3.0,33516.0,45636.0,18,0,0.258,0
APP00529,37,149667.0,2.6,19822.0,91803.0,9,1,0.132,0
APP00530,40,40356.0,1.1,12920.0,38268.0,11,1,0.32,0
APP00531,45,64368.0,0.6,12395.0,19489.0,5,2,0.193,0
APP00532,42,74337.0,9.8,7479.0,73584.0,12,0,0.101,0
APP00533,33,63994.0,6.6,9317.0,25692.0,3,0,0.146,0
APP00534,39,179236.0,3.7,5966.0,43358.0,12,0,0.033,0
APP00535,56,81796.0,2.7,5467.0,40596.0,16,0,0.067,0
APP00536,32,48889.0,3.6,70905.0,37323.0,0,0,1.45,0
APP00537,61,98540.0,3.5,16699.0,32798.0,4,2,0.169,0
APP00538,39,83741.0,8.1,43156.0,13477.0,23,0,0.515,0
APP00539,32,85144.0,4.4,7078.0,19905.0,16,0,0.083,0
APP00540,29,180582.0,2.2,4908.0,71202.0,17,0,0.027,0
APP00541,27,87151.0,1.7,6111.0,46971.0,6,0,0.07,0
APP00542,48,62829.0,3.2,9531.0,114185.0,15,1,0.152,0
APP00543,34,27512.0,2.7,13756.0,19485.0,7,0,0.5,1
APP00544,51,67326.0,4.2,11840.0,35654.0,11,0,0.176,0
APP00545,39,140503.0,0.5,7197.0,72978.0,13,3,0.051,1
APP00546,36,69872.0,3.6,14331.0,25861.0,18,0,0.205,0
APP00547,25,23860.0,1.4,15372.0,27140.0,10,0,0.644,1
APP00548,55,57001.0,2.0,23431.0,30455.0,11,0,0.411,1
APP00549,32,120132.0,3.0,43319.0,27800.0,12,1,0.361,0
APP00550,45,96077.0,8.9,9985.0,49965.0,7,0,0.104,0
APP00551,41,48053.0,4.7,35326.0,12480.0,0,1,0.735,0
APP00552,56,55125.0,2.9,14083.0,97308.0,8,1,0.255,0
APP00553,43,59554.0,0.9,3937.0,20419.0,1,0,0.066,1
APP00554,36,52504.0,3.2,55638.0,10195.0,13,0,1.06,0
APP00555,59,26507.0,1.4,82292.0,36093.0,12,1,3.105,0
APP00556,62,107130.0,6.6,21923.0,28957.0,15,0,0.205,0
APP00557,59,137109.0,3.1,14355.0,32637.0,1,0,0.105,0
APP00558,34,34227.0,1.2,10752.0,43807.0,3,2,0.314,0
APP00559,51,136206.0,2.9,9217.0,53472.0,11,0,0.068,0
APP00560,25,69459.0,6.4,35192.0,99907.0,15,2,0.507,0
APP00561,55,134937.0,6.2,13176.0,24003.0,9,0,0.098,0
APP00562,43,74531.0,2.7,50978.0,57790.0,2,0,0.684,1
APP00563,49,78258.0,5.4,13738.0,55568.0,3,1,0.176,0
APP00564,63,88099.0,3.8,9606.0,7447.0,5,1,0.109,0
APP00565,31,49265.0,2.5,8258.0,22028.0,22,1,0.168,0
APP00566,38,132898.0,0.6,7369.0,16778.0,4,1,0.055,0
APP00567,32,41744.0,5.2,20157.0,47512.0,17,1,0.483,0
APP00568,29,59812.0,1.7,4743.0,44476.0,2,4,0.079,0
APP00569,30,95048.0,3.7,6942.0,45015.0,9,1,0.073,0
APP00570,64,56693.0,0.6,38545.0,30232.0,10,0,0.68,0
APP00571,37,107879.0,3.5,6225.0,32117.0,18,0,0.058,0
APP00572,58,145500.0,2.9,26640.0,35698.0,13,0,0.183,0
APP00573,27,121330.0,4.6,2565.0,28548.0,20,1,0.021,0
APP00574,33,27776.0,2.6,42620.0,57891.0,10,2,1.534,1
APP00575,60,77880.0,3.4,4836.0,19114.0,20,0,0.062,0
APP00576,62,122313.0,6.3,6627.0,22718.0,3,1,0.054,0
APP00577,29,37859.0,11.6,23024.0,39058.0,23,0,0.608,0
APP00578,47,105009.0,13.4,16586.0,29122.0,21,2,0.158,0
APP00579,22,102102.0,14.9,27337.0,18671.0,5,1,0.268,0
APP00580,25,39893.0,3.2,4805.0,49969.0,16,0,0.12,0
APP00581,49,110981.0,3.7,10621.0,25761.0,21,1,0.096,0
APP00582,57,83813.0,11.2,8155.0,21876.0,18,1,0.097,0
APP00583,58,101234.0,7.9,5496.0,32708.0,12,1,0.054,0
APP00584,39,45109.0,2.0,21520.0,21249.0,21,0,0.477,1
APP00585,28,78832.0,1.6,28408.0,35578.0,9,0,0.36,0
APP00586,21,31181.0,0.4,10204.0,29266.0,10,1,0.327,0
APP00587,42,23424.0,4.3,45169.0,26701.0,5,0,1.928,0
APP00588,37,78465.0,8.3,7126.0,26801.0,1,4,0.091,0
APP00589,27,126791.0,1.7,44302.0,65997.0,0,0,0.349,0
APP00590,45,82989.0,1.8,20948.0,45321.0,10,0,0.252,0
APP00591,24,70847.0,5.1,5020.0,13023.0,15,0,0.071,0
APP00592,56,66585.0,6.9,65200.0,61685.0,2,1,0.979,1
APP00593,26,45648.0,3.9,9362.0,49510.0,4,1,0.205,0
APP00594,51,65452.0,1.7,35035.0,47787.0,14,0,0.535,0
APP00595,39,90295.0,2.8,15011.0,61867.0,14,1,0.166,0
APP00596,64,58829.0,2.4,18026.0,36644.0,3,3,0.306,0
APP00597,59,106435.0,5.0,27473.0,52683.0,22,1,0.258,0
APP00598,47,80659.0,1.7,26283.0,27483.0,3,1,0.326,1
APP00599,30,85690.0,1.0,10161.0,60388.0,7,0,0.119,0
APP00600,46,114043.0,0.4,20442.0,41393.0,6,1,0.179,0
APP00601,39,56197.0,2.0,19250.0,15896.0,24,1,0.343,0
APP00602,59,101691.0,6.4,15849.0,67632.0,16,2,0.156,0
APP00603,23,60280.0,1.5,11354.0,33613.0,14,1,0.188,0
APP00604,33,86661.0,0.7,15824.0,30919.0,4,1,0.183,0
APP00605,48,52951.0,1.1,64475.0,27845.0,12,1,1.218,1
APP00606,40,46381.0,1.4,10551.0,29097.0,3,0,0.227,0
APP00607,48,76568.0,2.0,35076.0,41680.0,21,0,0.458,0
APP00608,28,28493.0,1.0,8138.0,20079.0,16,2,0.286,0
APP00609,61,63062.0,5.8,6601.0,14169.0,21,1,0.105,0
APP00610,59,32755.0,1.2,183711.0,19174.0,16,0,5.609,1
APP00611,21,107971.0,4.1,20579.0,45662.0,13,1,0.191,0
APP00612,23,123631.0,2.0,21036.0,32953.0,13,0,0.17,0
APP00613,33,47478.0,1.6,21508.0,70821.0,16,0,0.453,1
APP00614,48,90595.0,5.4,41185.0,34928.0,7,2,0.455,0
APP00615,45,114642.0,3.0,18513.0,60205.0,1,0,0.161,1
APP00616,53,114833.0,7.5,25667.0,23964.0,12,1,0.224,0
APP00617,58,81408.0,2.1,5728.0,27971.0,21,3,0.07,1
APP00618,26,105572.0,1.2,29353.0,36524.0,15,1,0.278,0
APP00619,64,52856.0,2.4,11054.0,33250.0,15,1,0.209,0
APP00620,52,76234.0,1.9,22866.0,31438.0,5,0,0.3,0
APP00621,41,57899.0,9.7,3388.0,21520.0,21,0,0.059,0
APP00622,36,50671.0,1.8,22118.0,14026.0,23,1,0.437,0
APP00623,41,74461.0,4.2,2223.0,53030.0,3,1,0.03,0
APP00624,31,87009.0,3.2,10714.0,49591.0,2,1,0.123,1
APP00625,57,130843.0,1.2,3414.0,25127.0,5,1,0.026,0
APP00626,56,83498.0,1.5,22169.0,45585.0,3,3,0.266,0
APP00627,55,100807.0,3.6,14121.0,32864.0,17,1,0.14,0
APP00628,39,101381.0,3.6,7211.0,70524.0,5,1,0.071,0
APP00629,40,280342.0,2.4,42088.0,16525.0,4,1,0.15,0
APP00630,38,29584.0,2.9,6520.0,33657.0,8,1,0.22,0
APP00631,61,51846.0,0.6,1182.0,32083.0,10,0,0.023,0
APP00632,34,152822.0,1.5,20149.0,40001.0,5,2,0.132,0
APP00633,35,61328.0,6.4,3251.0,91334.0,15,1,0.053,0
APP00634,51,113880.0,2.0,6687.0,33717.0,18,1,0.059,0
APP00635,21,82043.0,6.4,8832.0,56720.0,10,1,0.108,0
APP00636,23,209526.0,7.0,4276.0,33233.0,20,0,0.02,0
APP00637,36,41918.0,7.0,9000.0,69047.0,14,0,0.215,0
APP00638,43,134713.0,9.4,4341.0,57051.0,23,1,0.032,0
APP00639,31,175394.0,4.5,15213.0,29733.0,8,1,0.087,0
APP00640,32,44037.0,9.2,4999.0,28476.0,23,0,0.114,0
APP00641,30,108167.0,6.1,13686.0,48639.0,18,1,0.127,1
APP00642,52,45128.0,0.5,33847.0,24508.0,24,0,0.75,0
APP00643,36,74242.0,4.2,24982.0,40716.0,18,0,0.336,0
APP00644,28,64325.0,13.4,12514.0,29335.0,23,1,0.195,0
APP00645,58,21996.0,0.4,6057.0,45291.0,8,0,0.275,0
APP00646,32,90411.0,3.1,15174.0,32971.0,22,0,0.168,0
APP00647,44,78564.0,1.2,7657.0,23967.0,3,0,0.097,0
APP00648,48,153206.0,1.6,15692.0,70487.0,9,0,0.102,0
APP00649,28,99267.0,2.0,3387.0,41929.0,8,2,0.034,0
APP00650,48,229910.0,4.2,25484.0,35166.0,18,2,0.111,0
APP00651,56,77151.0,2.4,13719.0,46723.0,14,0,0.178,0
APP00652,46,69372.0,4.1,78183.0,13324.0,18,2,1.127,0
APP00653,28,66691.0,10.8,37981.0,127276.0,1,0,0.57,1
APP00654,48,58701.0,6.6,21014.0,36857.0,9,0,0.358,0
APP00655,48,24249.0,3.6,12098.0,11182.0,18,0,0.499,0
APP00656,57,65506.0,2.6,7453.0,74478.0,16,1,0.114,0
APP00657,61,26006.0,4.5,28394.0,23137.0,19,1,1.092,0
APP00658,56,91676.0,0.5,11119.0,67930.0,23,0,0.121,0
APP00659,47,39339.0,2.2,34020.0,39063.0,20,0,0.865,0
APP00660,37,46762.0,4.6,18410.0,14154.0,1,2,0.394,1
APP00661,29,52328.0,3.5,18516.0,42479.0,18,0,0.354,0
APP00662,53,66008.0,6.9,21496.0,40645.0,16,1,0.326,0
APP00663,40,73382.0,6.2,6402.0,72480.0,17,0,0.087,0
APP00664,33,125774.0,4.4,5898.0,49677.0,16,0,0.047,0
APP00665,48,54788.0,2.4,5737.0,17264.0,1,0,0.105,1
APP00666,49,92974.0,2.0,30884.0,66261.0,18,2,0.332,0
APP00667,33,286483.0,7.2,6269.0,28327.0,0,2,0.022,0
APP00668,55,88316.0,4.4,6926.0,101942.0,10,0,0.078,0
APP00669,26,66820.0,1.5,20538.0,29352.0,24,1,0.307,0
APP00670,38,49534.0,6.4,10920.0,31991.0,9,3,0.22,0
APP00671,25,66359.0,4.2,9859.0,22178.0,4,0,0.149,0
APP00672,45,46952.0,2.9,9198.0,26926.0,15,0,0.196,0
APP00673,22,83644.0,5.7,2079.0,22977.0,23,1,0.025,0
APP00674,30,77016.0,4.8,6164.0,73561.0,4,0,0.08,0
APP00675,50,24807.0,8.1,34381.0,16335.0,23,0,1.386,1
APP00676,25,72455.0,8.0,8677.0,58850.0,22,4,0.12,0
APP00677,53,125251.0,2.1,2921.0,59706.0,11,0,0.023,0
APP00678,21,59901.0,3.2,5965.0,82994.0,3,0,0.1,0
APP00679,38,52762.0,2.5,17817.0,37282.0,22,2,0.338,0
APP00680,52,36723.0,10.7,17536.0,19614.0,5,0,0.478,0
APP00681,31,28883.0,5.8,10557.0,32759.0,18,1,0.366,0
APP00682,41,110821.0,3.2,7697.0,51887.0,8,1,0.069,0
APP00683,46,66787.0,1.8,4351.0,38209.0,11,0,0.065,0
APP00684,45,107582.0,3.4,17936.0,45254.0,14,0,0.167,0
APP00685,42,157261.0,0.3,26116.0,82386.0,15,1,0.166,0
APP00686,47,115916.0,2.5,37463.0,51493.0,12,0,0.323,0
APP00687,33,55760.0,1.4,5495.0,40907.0,24,1,0.099,0
APP00688,53,78624.0,6.3,39832.0,12009.0,20,0,0.507,1
APP00689,54,53778.0,2.6,12768.0,22690.0,23,1,0.237,0
APP00690,61,51321.0,3.6,13647.0,28487.0,6,2,0.266,0
APP00691,55,86804.0,3.0,27306.0,11089.0,24,1,0.315,0
APP00692,21,48236.0,6.5,8667.0,18666.0,22,0,0.18,0
APP00693,41,24232.0,6.6,2366.0,30913.0,19,0,0.098,0
APP00694,26,46907.0,4.9,23480.0,34084.0,3,0,0.501,0
APP00695,48,62728.0,4.2,17656.0,49192.0,10,1,0.281,0
APP00696,37,156482.0,0.7,10014.0,32107.0,7,1,0.064,0
APP00697,25,57213.0,2.8,21983.0,42143.0,5,3,0.384,1
APP00698,51,94463.0,7.4,25889.0,28263.0,24,1,0.274,0
APP00699,25,67228.0,3.9,3985.0,37243.0,9,0,0.059,0
APP00700,58,135023.0,2.6,13603.0,47600.0,6,2,0.101,0
APP00701,23,130424.0,2.2,2160.0,87867.0,6,2,0.017,0
APP00702,43,131674.0,2.2,12101.0,26668.0,3,3,0.092,0
APP00703,57,30730.0,3.6,9915.0,39597.0,2,0,0.323,0
APP00704,57,81094.0,2.0,19802.0,61174.0,23,1,0.244,0
APP00705,30,106881.0,7.0,5662.0,15310.0,6,1,0.053,0
APP00706,30,88501.0,0.6,9536.0,120415.0,3,0,0.108,1
APP00707,39,100539.0,5.7,1020.0,73675.0,12,1,0.01,0
APP00708,37,75295.0,8.4,20869.0,13005.0,19,1,0.277,0
APP00709,41,50393.0,1.3,12448.0,45380.0,16,0,0.247,0
APP00710,34,31302.0,5.2,14325.0,25883.0,6,0,0.458,0
APP00711,29,52956.0,4.4,4045.0,28612.0,16,1,0.076,0
APP00712,21,279025.0,1.7,18370.0,44815.0,3,1,0.066,0
APP00713,33,57364.0,1.2,50121.0,68203.0,10,1,0.874,0
APP00714,24,27455.0,4.7,11523.0,27460.0,2,0,0.42,0
APP00715,21,105485.0,10.9,22473.0,27682.0,10,0,0.213,0
APP00716,60,112165.0,7.7,6658.0,45401.0,2,1,0.059,0
APP00717,52,139199.0,5.3,12563.0,51184.0,11,2,0.09,0
APP00718,54,92549.0,4.6,3924.0,19845.0,0,2,0.042,0
APP00719,48,111614.0,3.9,25097.0,102151.0,3,1,0.225,0
APP00720,51,183525.0,3.1,15182.0,24686.0,13,2,0.083,0
APP00721,28,50376.0,4.9,5037.0,64783.0,0,2,0.1,0
APP00722,59,45619.0,1.6,7034.0,47621.0,13,1,0.154,0
APP00723,46,42307.0,6.1,14029.0,52250.0,12,3,0.332,1
APP00724,54,64031.0,3.3,27976.0,24975.0,12,1,0.437,1
APP00725,23,149748.0,3.3,43635.0,12909.0,23,3,0.291,0
APP00726,32,95228.0,9.5,12000.0,35852.0,14,1,0.126,0
APP00727,21,93372.0,1.1,4484.0,35941.0,16,0,0.048,0
APP00728,64,29447.0,5.4,16168.0,20439.0,11,1,0.549,0
APP00729,25,51710.0,8.7,55709.0,62992.0,21,0,1.077,0
APP00730,50,29207.0,4.9,3648.0,35210.0,22,1,0.125,0
APP00731,50,131350.0,4.0,6225.0,22349.0,13,0,0.047,0
APP00732,37,161591.0,3.2,21781.0,51588.0,11,0,0.135,0
APP00733,43,107989.0,6.1,15106.0,52416.0,17,1,0.14,0
APP00734,35,44650.0,4.8,8638.0,23628.0,3,0,0.193,0
APP00735,57,153432.0,2.6,15932.0,76118.0,13,1,0.104,0
APP00736,41,64432.0,3.2,29203.0,139518.0,18,3,0.453,1
APP00737,34,39846.0,4.8,12349.0,18882.0,12,1,0.31,0
APP00738,22,45152.0,1.5,11513.0,32526.0,24,0,0.255,0
APP00739,31,58978.0,2.0,21402.0,44454.0,22,0,0.363,0
APP00740,59,74966.0,8.2,10760.0,142651.0,17,1,0.144,0
APP00741,58,67463.0,2.5,33324.0,23382.0,10,2,0.494,0
APP00742,54,36086.0,1.2,67602.0,20666.0,5,0,1.873,0
APP00743,58,134143.0,4.9,6540.0,20582.0,8,1,0.049,0
APP00744,54,67826.0,8.2,4915.0,75573.0,11,1,0.072,0
APP00745,38,51181.0,1.0,17986.0,23749.0,18,2,0.351,0
APP00746,50,127408.0,6.8,4777.0,21806.0,13,0,0.037,0
APP00747,35,40469.0,8.7,4712.0,41714.0,14,2,0.116,0
APP00748,47,32388.0,6.5,2593.0,43693.0,10,1,0.08,0
APP00749,54,138171.0,3.1,9840.0,69052.0,5,2,0.071,0
APP00750,58,188282.0,7.0,13012.0,38375.0,13,0,0.069,0
APP00751,53,58044.0,7.5,8832.0,42166.0,2,0,0.152,0
APP00752,44,71469.0,1.2,40630.0,34093.0,18,1,0.568,0
APP00753,35,41220.0,5.8,38281.0,16604.0,19,0,0.929,1
APP00754,50,73332.0,3.7,62510.0,32217.0,24,2,0.852,0
APP00755,62,57650.0,3.6,13866.0,37711.0,10,0,0.241,0
APP00756,37,69490.0,0.6,34443.0,27825.0,23,0,0.496,1
APP00757,25,89736.0,0.4,17104.0,14205.0,16,0,0.191,0
APP00758,49,42232.0,3.7,15783.0,18380.0,16,1,0.374,0
APP00759,24,61028.0,3.0,9192.0,35467.0,22,1,0.151,0
APP00760,30,29676.0,3.0,2185.0,63554.0,2,0,0.074,0
APP00761,37,61237.0,2.8,22244.0,99645.0,13,1,0.363,0
APP00762,30,69793.0,1.4,33635.0,32523.0,6,0,0.482,0
APP00763,37,82001.0,6.1,3942.0,23621.0,24,0,0.048,0
APP00764,40,82437.0,8.7,13256.0,29042.0,18,2,0.161,1
APP00765,44,114917.0,0.8,29535.0,19383.0,2,0,0.257,0
APP00766,25,33866.0,5.5,10021.0,58259.0,1,2,0.296,0
APP00767,54,34782.0,1.1,34700.0,130949.0,16,1,0.998,0
APP00768,26,95271.0,2.7,11941.0,23968.0,8,0,0.125,0
APP00769,22,26384.0,4.6,8777.0,17761.0,21,0,0.333,0
APP00770,33,80150.0,1.9,36324.0,66429.0,5,0,0.453,1
APP00771,63,40532.0,1.6,6330.0,43951.0,23,0,0.156,0
